OTU.ID,MO100E,MO100S,MO87E,MO87S,MO98E,MO98S,MO99E,MO99S,Taxonomy,taxon,guid,mbNumber,taxonomicLevel,trophicMode,guild,confidenceRanking,growthForm,trait,notes,citationSource
ASV3574,11,0,0,0,0,0,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Leotiaceae;Pezoloma;Pezoloma_ericae;,Pezoloma ericae,E76357C9-231B-4A71-8E8A-C24F5C305C25,510668,20,Pathotroph-Symbiotroph,Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal,Probable,Microfungus,NULL,"Dark Septate Microfungus; Syn. Hymenoscyphus ericae, Pezizella ericae, Rhizoscyphus ericae; Ericoid mycorrhizae have been demonstrated for strains of R. ericae (Vohník et al. 2012); however, that name has been applied broadly in reference to a species group (i.e., the Rhizoscyphus ericae aggregate) that likely contains ectomycorrhizal members as well (Vrålstad et al. 2000)","Dalpe Y. 1989. New Phytologist 113:523-527 ((https://doi.org/10.1111/j.1469-8137.1989.tb00364.x)); Vrålstad T, et al. 2000. New Phytologist 145:549-563 ((https://doi.org/10.1046/j.1469-8137.2000.00605.x; as ectomycorrhizal)); Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003; as bryophyte parasite)); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413; as bryophyte parasite)), Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10; as ectomycorrhizal)); Vohník M, et al. 2012. PLoS ONE 7:e39524 ((https://doi.org/10.1371/journal.pone.0039524; as ericoid mycorrhizae))"
ASV3575,11,0,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Tolypocladium;Tolypocladium_sp;,Tolypocladium,1CB1A75A-36B9-11D5-9548-00D0592D548C,10242,13,Pathotroph-Symbiotroph,Animal Pathogen-Clavicipitaceous Endophyte-Fungal Parasite,Possible,NULL,NULL,Endophyte detection method-culture (Gazis et al. 2014),"Gazis R, et al. 2014. Mycologia 106:1090-1105 ((https://doi.org/10.3852/13-346)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Quant CA. 2014. IMA Fungus 5:121-134 ((https://doi.org/10.5598/imafungus.2014.05.01.12))"
ASV3578,11,0,0,0,0,0,0,0,Fungi;Ascomycota;Lecanoromycetes;Lecanoromycetes_unclassified;Lecanoromycetes_unclassified;Lecanoromycetes_unclassified;Lecanoromycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3579,0,11,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV358,110,0,101,0,0,0,100,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Leotiaceae;Gorgomyces;Gorgomyces_hungaricus;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3591,0,11,0,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeriaceae_unclassified;Phaeosphaeriaceae_unclassified;,Phaeosphaeriaceae,1CB1CD8E-36B9-11D5-9548-00D0592D548C,81637,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Probable,Microfungus,NULL,"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3592,0,11,0,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Paraphoma;Paraphoma_sp;,Phaeosphaeriaceae,1CB1CD8E-36B9-11D5-9548-00D0592D548C,81637,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Probable,Microfungus,NULL,"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3593,0,11,0,0,0,0,0,0,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Thelebolaceae_unclassified;Thelebolaceae_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3595,0,11,0,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Acrospermales;Acrospermales_fam_Incertae_sedis;Leptodiscella;Leptodiscella_sp;,Leptodiscella,1C4A3E17-875B-4014-827A-4CD52D779284,8743,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV3596,0,11,0,0,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora_subsphaerospora;,Trechispora,1CB1CC1A-36B9-11D5-9548-00D0592D548C,18664,13,Saprotroph,Wood Saprotroph,Highly Probable,Corticioid,White Rot,NULL,"Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as Uncertain); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM)."
ASV3597,0,11,0,0,0,0,0,0,Fungi;Ascomycota;Xylonomycetes;GS34;unidentified;unidentified;GS34_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3599,0,11,0,0,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Agaricomycetes_unclassified;Agaricomycetes_unclassified;Agaricomycetes_unclassified;Agaricomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV36,51,0,0,0,0,2970,0,38,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV360,310,0,0,0,0,0,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Leotiaceae;Pezoloma;Pezoloma_ericae;,Pezoloma ericae,E76357C9-231B-4A71-8E8A-C24F5C305C25,510668,20,Pathotroph-Symbiotroph,Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal,Probable,Microfungus,NULL,"Dark Septate Microfungus; Syn. Hymenoscyphus ericae, Pezizella ericae, Rhizoscyphus ericae; Ericoid mycorrhizae have been demonstrated for strains of R. ericae (Vohník et al. 2012); however, that name has been applied broadly in reference to a species group (i.e., the Rhizoscyphus ericae aggregate) that likely contains ectomycorrhizal members as well (Vrålstad et al. 2000)","Dalpe Y. 1989. New Phytologist 113:523-527 ((https://doi.org/10.1111/j.1469-8137.1989.tb00364.x)); Vrålstad T, et al. 2000. New Phytologist 145:549-563 ((https://doi.org/10.1046/j.1469-8137.2000.00605.x; as ectomycorrhizal)); Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003; as bryophyte parasite)); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413; as bryophyte parasite)), Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10; as ectomycorrhizal)); Vohník M, et al. 2012. PLoS ONE 7:e39524 ((https://doi.org/10.1371/journal.pone.0039524; as ericoid mycorrhizae))"
ASV3600,0,11,0,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Pyrenochaeta;Pyrenochaeta_unclassified;,Cucurbitariaceae,E7FBF69C-E136-452E-91BC-894D30ABD816,816502,9,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Probable,Microfungus,NULL,Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV3601,0,11,0,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Paraconiothyrium;Paraconiothyrium_unclassified;,Didymosphaeriaceae,1CB1CD0B-36B9-11D5-9548-00D0592D548C,80702,9,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Probable,Microfungus,NULL,"Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
ASV3602,0,11,0,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales_unclassified;Pleosporales_unclassified;Pleosporales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3604,0,11,0,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales_fam_Incertae_sedis;Libertasomyces;Libertasomyces_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3608,0,0,0,11,0,0,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Mollisia;Mollisia_sp;,Dermateaceae,1CB186AD-36B9-11D5-9548-00D0592D548C,80686,9,Pathotroph-Saprotroph,Plant Pathogen-Plant Saprotroph,Probable,Microfungus,NULL,Saprobic or parasitic on herbaceous and woody material (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3609,0,0,0,11,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Scopuloides;Scopuloides_hydnoides;,Meruliaceae,9E12B0B5-1D82-4978-AF3D-6EC22C257619,89005,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Probable,Corticioid-Polyporoid,NULL,"Saprobic or parasitic on woody plants, causing a white rot (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV361,8,0,0,0,0,302,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3610,0,0,0,11,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Thelephoraceae_unclassified;Thelephoraceae_unclassified;,Thelephoraceae,1CB1CDE7-36B9-11D5-9548-00D0592D548C,81463,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,"On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3611,0,0,0,11,0,0,0,0,Fungi;Basidiomycota;Exobasidiomycetes;Exobasidiales;unidentified;unidentified;Exobasidiales_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3615,0,0,0,11,0,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3617,0,0,0,11,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Teratosphaeriaceae_unclassified;Teratosphaeriaceae_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3618,0,0,0,11,0,0,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_unclassified;Helotiales_unclassified;Helotiales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3619,0,0,0,11,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Paecilomyces;Paecilomyces_formosa;,Clavicipitaceae,E3347AFD-FD7B-4351-B2B0-1A826A472A17,80608,9,Pathotroph-Symbiotroph,Endophyte-Epiphyte-Fungal Parasite-Insect Parasite,Possible,Microfungus,NULL,"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV362,0,0,0,0,0,310,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3620,0,0,0,11,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Dissoconiaceae;Dissoconium;Dissoconium_sp;,Dissoconium,1CB1C6C8-36B9-11D5-9548-00D0592D548C,11074,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV3621,0,0,0,11,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Coriolopsis;Coriolopsis_gallica;,Polyporaceae,1CB19B17-36B9-11D5-9548-00D0592D548C,81203,9,Saprotroph,Wood Saprotroph,Probable,Polyporoid,Brown Rot-White Rot,"Lignicolous, causing brown or white rot, mostly of broadleaved trees (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3622,0,0,0,0,11,0,0,0,Fungi;Ascomycota;Dothideomycetes;Dothideales;Aureobasidiaceae;Aureobasidiaceae_unclassified;Aureobasidiaceae_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3624,0,0,0,0,11,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3625,0,0,0,0,11,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Meruliaceae_unclassified;Meruliaceae_unclassified;,Meruliaceae,9E12B0B5-1D82-4978-AF3D-6EC22C257619,89005,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Probable,Corticioid-Polyporoid,NULL,"Saprobic or parasitic on woody plants, causing a white rot (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3626,0,0,0,0,11,0,0,0,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;unidentified;Herpotrichiellaceae_sp;,Herpotrichiellaceae,1CB1CD37-36B9-11D5-9548-00D0592D548C,80856,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,Facultative Yeast-Microfungus,NULL,"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3627,0,0,0,0,11,0,0,0,Fungi;Ascomycota;Leotiomycetes;Leotiomycetes_unclassified;Leotiomycetes_unclassified;Leotiomycetes_unclassified;Leotiomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3628,0,0,0,0,11,0,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Gyoerffyella;Gyoerffyella_sp;,Hyaloscyphaceae,1CB18D86-36B9-11D5-9548-00D0592D548C,80871,9,Saprotroph,Plant Saprotroph-Wood Saprotroph,Probable,Microfungus,NULL,Saprobic on woody and herbaceous material (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV363,0,0,0,0,0,310,0,0,Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;unidentified;Ustilaginaceae_sp;,Ustilaginaceae,1CB1CDFA-36B9-11D5-9548-00D0592D548C,81513,9,Pathotroph,Plant Pathogen,Probable,Facultative Yeast-Smut,NULL,Biotrophic in living tissue of Gramineae and Cyperaceae (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3630,0,0,0,0,11,0,0,0,Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Hawksworthiomyces;Hawksworthiomyces_lignivorus;,Ophiostomataceae,1CB1CD85-36B9-11D5-9548-00D0592D548C,81089,9,Pathotroph,Plant Pathogen,Probable,Microfungus,Blue-Staining,"At least most species are transmitted via insect vectors, with mycelial colonies developing in bark-boring beetle galleries and spreading through the vascular system; they are highly specific to their beetle vectors. In some cases spores and mycelium are transmitted in specialized organs, termed mycangia (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV3632,0,0,0,0,11,0,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;unidentified;unidentified;Helotiales_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3633,0,0,0,0,11,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3636,0,0,0,0,0,11,0,0,Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3637,0,0,0,0,0,11,0,0,Fungi;Ascomycota;Sordariomycetes;Diaporthales;Diaporthales_fam_Incertae_sedis;Disculoides;Disculoides_calophyllae;,Disculoides,A624CE59-2AD3-47AD-835C-BD0A691C8F3C,564737,13,Pathotroph,Plant Pathogen,Possible,Microfungus,NULL,NULL,"Crous PW, et al. 2012. Persoonia 28:66-75 ((https://doi.org/10.3767/003158512X642030))"
ASV364,21,44,0,60,0,119,65,0,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Chaetothyriales_fam_Incertae_sedis;Strelitziana;Strelitziana_syzygii;,Strelitziana,7C22DB3A-ECE0-41B7-80C1-9BE6D4402D10,501009,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV3640,0,0,0,0,0,11,0,0,Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Kondoaceae;Kondoa;Kondoa_thailandica;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3641,0,0,0,0,0,11,0,0,Fungi;Ascomycota;Eurotiomycetes;Eurotiomycetes_unclassified;Eurotiomycetes_unclassified;Eurotiomycetes_unclassified;Eurotiomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3642,0,0,0,0,0,11,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_unclassified;Hypocreales_unclassified;Hypocreales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3644,0,0,0,0,0,11,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Zasmidium;Zasmidium_pseudoparkii;,Mycosphaerellaceae,1CB1CD75-36B9-11D5-9548-00D0592D548C,81043,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Probable,Microfungus,NULL,"Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3646,0,0,0,0,0,11,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Devriesia;Devriesia_unclassified;,Devriesia,33D758D1-2BE6-461D-9511-05CF9883E0D1,28865,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV3647,0,0,0,0,0,11,0,0,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum_annellatum;,Glomerellaceae,AB0867BB-F14D-4E04-9D64-56A135F63096,504454,9,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Probable,Microfungus,NULL,"Species are hemibiotic, with an initial endophytic (symptomless) phase that leads to a necrotic phase were significant damage may be caused to the host (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3649,0,0,0,0,0,11,0,0,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;Ganoderma_australe;,Ganodermataceae,1CB1CD25-36B9-11D5-9548-00D0592D548C,80782,9,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Probable,Polyporoid,White Rot,"Lignicolous, causing sometimes agressive white rots of timber (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3650,0,0,0,0,0,11,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerellaceae_unclassified;Mycosphaerellaceae_unclassified;,Mycosphaerellaceae,1CB1CD75-36B9-11D5-9548-00D0592D548C,81043,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Probable,Microfungus,NULL,"Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3651,0,0,0,0,0,6,0,5,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariales_unclassified;Xylariales_unclassified;Xylariales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3652,0,0,0,0,0,11,0,0,Fungi;Ascomycota;Lecanoromycetes;Lecanoromycetes_unclassified;Lecanoromycetes_unclassified;Lecanoromycetes_unclassified;Lecanoromycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3654,0,0,0,0,0,0,11,0,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Galerina;Galerina_unclassified;,Strophariaceae,1CB1A641-36B9-11D5-9548-00D0592D548C,81444,9,Pathotroph-Saprotroph,Dung Saprotroph-Plant Parasite-Soil Saprotroph-Undefined Saprotroph-Wood Saprotroph,Probable,Agaricoid,NULL,Very variable ecology; Pholiota species are lignicolous and can act as weak parasites while most other taxa are either sparobes in grassy habitats or are found in dung. Species are not ectomycorrhizal (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3655,0,0,0,0,0,0,0,11,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_unclassified;Helotiales_unclassified;Helotiales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3659,0,0,0,0,0,0,0,11,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV366,292,0,0,0,0,15,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Plenodomus;Plenodomus_biglobosus;,Leptosphaeriaceae,1CB1CD53-36B9-11D5-9548-00D0592D548C,81843,9,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Probable,Microfungus,NULL,Saprobic or weakly necrotrophic on stems or leaves (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV3660,0,0,0,0,0,0,0,11,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3661,0,0,0,0,0,0,0,11,Fungi;Ascomycota;Eurotiomycetes;Eurotiomycetes_unclassified;Eurotiomycetes_unclassified;Eurotiomycetes_unclassified;Eurotiomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3662,0,0,0,0,0,0,0,11,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_unclassified;Helotiales_unclassified;Helotiales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3663,0,0,0,0,0,0,0,11,Fungi;Ascomycota;Lecanoromycetes;Lecanoromycetes_unclassified;Lecanoromycetes_unclassified;Lecanoromycetes_unclassified;Lecanoromycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3664,0,0,0,0,0,0,0,11,Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_chlamydospora;,Mortierellaceae,3BD31551-4295-4664-858B-8E44073A293E,816415,9,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
ASV3665,0,0,0,0,0,0,0,11,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3666,0,0,0,0,0,0,0,11,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus_carbonarius;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3667,0,0,0,0,0,0,0,11,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_unclassified;Hypocreales_unclassified;Hypocreales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV3669,0,0,0,0,0,0,0,11,Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
